SegmentID,SegmentName,SegmentTrace
987,"Hayward (No) 2011 CFM, Subsection 2","[[-122.24241, 37.86363, 0.0], [-122.27587, 37.90367, 0.0]]"
805,"Hayward (No) 2011 CFM, Subsection 1","[[-122.2094, 37.82337, 0.0], [-122.21612, 37.83213, 0.0], [-122.24241, 37.86363, 0.0]]"
1087,"Hayward (No) 2011 CFM, Subsection 0","[[-122.17796, 37.78233, 0.0], [-122.2094, 37.82337, 0.0]]"
1161,"Hayward (So) 2011 CFM, Subsection 7","[[-122.13498, 37.73152, 0.0], [-122.17796, 37.78233, 0.0]]"
237,"Hayward (So) 2011 CFM, Subsection 6","[[-122.09202, 37.68072, 0.0], [-122.09226, 37.68095, 0.0], [-122.13498, 37.73152, 0.0]]"
1438,"Hayward (So) 2011 CFM, Subsection 5","[[-122.0437, 37.63304, 0.0], [-122.05088, 37.63995, 0.0], [-122.09202, 37.68072, 0.0]]"
1772,"Hayward (So) 2011 CFM, Subsection 4","[[-121.99616, 37.58499, 0.0], [-122.00413, 37.59493, 0.0], [-122.0437, 37.63304, 0.0]]"
2485,"Hayward (So) 2011 CFM, Subsection 3","[[-121.95479, 37.53341, 0.0], [-121.99616, 37.58499, 0.0]]"
728,"Hayward (So) 2011 CFM, Subsection 2","[[-121.91312, 37.48204, 0.0], [-121.91453, 37.48312, 0.0], [-121.95479, 37.53341, 0.0]]"
2044,"Hayward (So) 2011 CFM, Subsection 1","[[-121.85771, 37.4396, 0.0], [-121.91312, 37.48204, 0.0]]"
1311,"Hayward (So) 2011 CFM, Subsection 0","[[-121.80236, 37.39713, 0.0], [-121.85771, 37.4396, 0.0]]"
2269,"Monte Vista - Shannon 2011 CFM, Subsection 4","[[-122.05656, 37.30451, 0.0], [-122.01027, 37.27489, 0.0], [-121.98972, 37.26299, 0.0]]"
691,"Monte Vista - Shannon 2011 CFM, Subsection 3","[[-122.10892, 37.35666, 0.0], [-122.10292, 37.35314, 0.0], [-122.06992, 37.31305, 0.0], [-122.05656, 37.30451, 0.0]]"
1727,"Garlock (Central), Subsection 12","[[-117.35739, 35.52503, 0.0], [-117.29804, 35.53774, 0.0]]"
919,"Garlock (Central), Subsection 11","[[-117.41671, 35.5123, 0.0], [-117.35739, 35.52503, 0.0]]"
583,"Garlock (Central), Subsection 10","[[-117.47601, 35.49954, 0.0], [-117.41671, 35.5123, 0.0]]"
1253,"Garlock (Central), Subsection 9","[[-117.53424, 35.4839, 0.0], [-117.48687, 35.4972, 0.0], [-117.47601, 35.49954, 0.0]]"
1261,"Garlock (Central), Subsection 8","[[-117.59219, 35.46759, 0.0], [-117.53424, 35.4839, 0.0]]"
1467,"Garlock (Central), Subsection 7","[[-117.65013, 35.45126, 0.0], [-117.59219, 35.46759, 0.0]]"
1291,"Garlock (Central), Subsection 6","[[-117.70804, 35.4349, 0.0], [-117.65013, 35.45126, 0.0]]"
1014,"Garlock (Central), Subsection 5","[[-117.76425, 35.41565, 0.0], [-117.74931, 35.42322, 0.0], [-117.70804, 35.4349, 0.0]]"
1600,"Garlock (Central), Subsection 4","[[-117.81626, 35.38925, 0.0], [-117.76425, 35.41565, 0.0]]"
27,"Garlock (Central), Subsection 3","[[-117.86823, 35.36284, 0.0], [-117.81626, 35.38925, 0.0]]"
217,"Garlock (Central), Subsection 2","[[-117.92017, 35.3364, 0.0], [-117.86823, 35.36284, 0.0]]"
1857,"Garlock (Central), Subsection 1","[[-117.97208, 35.30994, 0.0], [-117.92017, 35.3364, 0.0]]"
1587,"Garlock (Central), Subsection 0","[[-118.02395, 35.28346, 0.0], [-117.97208, 35.30994, 0.0]]"
2587,"Garlock (West), Subsection 13","[[-118.06065, 35.22391, 0.0], [-118.01032, 35.27129, 0.0]]"
860,"Garlock (West), Subsection 12","[[-118.12122, 35.18541, 0.0], [-118.11912, 35.18646, 0.0], [-118.06134, 35.22325, 0.0], [-118.06065, 35.22391, 0.0]]"
589,"Garlock (West), Subsection 11","[[-118.18656, 35.15253, 0.0], [-118.12122, 35.18541, 0.0]]"
1156,"Garlock (West), Subsection 10","[[-118.25185, 35.1196, 0.0], [-118.18656, 35.15253, 0.0]]"
2066,"Garlock (West), Subsection 9","[[-118.31709, 35.08665, 0.0], [-118.25185, 35.1196, 0.0]]"
539,"Garlock (West), Subsection 8","[[-118.37639, 35.04718, 0.0], [-118.3754, 35.0477, 0.0], [-118.3326, 35.07881, 0.0], [-118.31709, 35.08665, 0.0]]"
397,"Garlock (West), Subsection 7","[[-118.44095, 35.01342, 0.0], [-118.37639, 35.04718, 0.0]]"
1804,"Garlock (West), Subsection 6","[[-118.50852, 34.98446, 0.0], [-118.47466, 34.99577, 0.0], [-118.44095, 35.01342, 0.0]]"
2027,"Garlock (West), Subsection 5","[[-118.57939, 34.96075, 0.0], [-118.50852, 34.98446, 0.0]]"
1376,"Garlock (West), Subsection 4","[[-118.65023, 34.937, 0.0], [-118.57939, 34.96075, 0.0]]"
2626,"Garlock (West), Subsection 3","[[-118.71757, 34.90746, 0.0], [-118.66699, 34.93138, 0.0], [-118.65023, 34.937, 0.0]]"
1844,"Garlock (West), Subsection 2","[[-118.78268, 34.87472, 0.0], [-118.77081, 34.88225, 0.0], [-118.71757, 34.90746, 0.0]]"
647,"Garlock (West), Subsection 1","[[-118.84558, 34.83946, 0.0], [-118.82281, 34.84924, 0.0], [-118.78268, 34.87472, 0.0]]"
1548,"Garlock (West), Subsection 0","[[-118.91833, 34.82362, 0.0], [-118.87123, 34.82844, 0.0], [-118.84558, 34.83946, 0.0]]"
948,"San Cayetano, Subsection 0","[[-118.762, 34.4361, 0.0], [-118.831, 34.4047, 0.0], [-118.865, 34.4021, 0.0], [-118.86658, 34.4026, 0.0]]"
931,"San Cayetano, Subsection 1","[[-118.86658, 34.4026, 0.0], [-118.91304, 34.41725, 0.0], [-118.92385, 34.42704, 0.0], [-118.92791, 34.44946, 0.0], [-118.94363, 34.44841, 0.0], [-118.94766, 34.44521, 0.0]]"
811,"San Cayetano, Subsection 2","[[-118.94766, 34.44521, 0.0], [-118.97685, 34.4221, 0.0], [-119.00752, 34.42178, 0.0], [-119.03671, 34.42294, 0.0], [-119.05023, 34.42678, 0.0]]"
2240,"San Cayetano, Subsection 3","[[-119.05023, 34.42678, 0.0], [-119.08182, 34.43573, 0.0], [-119.10376, 34.43289, 0.0], [-119.15906, 34.44997, 0.0]]"
1395,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 17","[[-119.20049, 34.45092, 0.0], [-119.16579, 34.47005, 0.0]]"
517,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 16","[[-119.24035, 34.44098, 0.0], [-119.20226, 34.44994, 0.0], [-119.20049, 34.45092, 0.0]]"
1476,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 15","[[-119.28048, 34.43153, 0.0], [-119.24035, 34.44098, 0.0]]"
710,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 14","[[-119.32162, 34.42614, 0.0], [-119.28778, 34.42981, 0.0], [-119.28048, 34.43153, 0.0]]"
717,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 13","[[-119.36303, 34.4219, 0.0], [-119.34562, 34.42353, 0.0], [-119.32162, 34.42614, 0.0]]"
298,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 12","[[-119.40448, 34.41801, 0.0], [-119.36303, 34.4219, 0.0]]"
2074,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 11","[[-119.44521, 34.42076, 0.0], [-119.4261, 34.41598, 0.0], [-119.40448, 34.41801, 0.0]]"
1163,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 10","[[-119.48566, 34.42868, 0.0], [-119.47137, 34.4273, 0.0], [-119.44521, 34.42076, 0.0]]"
2170,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 9","[[-119.5271, 34.43275, 0.0], [-119.51036, 34.43107, 0.0], [-119.48566, 34.42868, 0.0]]"
817,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 8","[[-119.56852, 34.4369, 0.0], [-119.5271, 34.43275, 0.0]]"
1242,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 7","[[-119.60995, 34.44103, 0.0], [-119.56852, 34.4369, 0.0]]"
2270,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 6","[[-119.65133, 34.44556, 0.0], [-119.61095, 34.44113, 0.0], [-119.60995, 34.44103, 0.0]]"
2267,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 5","[[-119.6927, 34.44976, 0.0], [-119.69144, 34.44994, 0.0], [-119.65133, 34.44556, 0.0]]"
1920,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 4","[[-119.73379, 34.44374, 0.0], [-119.6927, 34.44976, 0.0]]"
1981,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 3","[[-119.77443, 34.43602, 0.0], [-119.75055, 34.44113, 0.0], [-119.743, 34.44239, 0.0], [-119.73379, 34.44374, 0.0]]"
2437,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 2","[[-119.81566, 34.43237, 0.0], [-119.80713, 34.43359, 0.0], [-119.78575, 34.43359, 0.0], [-119.77443, 34.43602, 0.0]]"
103,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 1","[[-119.85678, 34.42649, 0.0], [-119.81566, 34.43237, 0.0]]"
160,"Garlock (Central), Subsection 16","[[-117.12014, 35.5764, 0.0], [-117.06111, 35.59012, 0.0]]"
1841,"Garlock (Central), Subsection 17","[[-117.06111, 35.59012, 0.0], [-117.01067, 35.60182, 0.0], [-117.00171, 35.60159, 0.0]]"
1735,"Garlock (Central), Subsection 18","[[-117.00171, 35.60159, 0.0], [-116.94033, 35.59997, 0.0]]"
162,"Garlock (Central), Subsection 19","[[-116.94033, 35.59997, 0.0], [-116.87894, 35.59833, 0.0]]"
1247,"Garlock (East), Subsection 0","[[-116.87894, 35.59833, 0.0], [-116.81796, 35.59671, 0.0], [-116.81651, 35.59669, 0.0]]"
593,"Garlock (East), Subsection 1","[[-116.81651, 35.59669, 0.0], [-116.75404, 35.59587, 0.0]]"
622,"Garlock (East), Subsection 2","[[-116.75404, 35.59587, 0.0], [-116.69158, 35.59502, 0.0]]"
2588,"Garlock (East), Subsection 3","[[-116.69158, 35.59502, 0.0], [-116.62912, 35.59414, 0.0]]"
1447,"Garlock (East), Subsection 4","[[-116.62912, 35.59414, 0.0], [-116.59081, 35.59358, 0.0], [-116.56672, 35.59219, 0.0]]"
2194,"Hosgri, Subsection 0","[[-120.746, 34.8548, 0.0], [-120.766, 34.8931, 0.0], [-120.77419, 34.90466, 0.0]]"
1774,"Hosgri (Extension), Subsection 7","[[-120.7386, 34.82317, 0.0], [-120.746, 34.8548, 0.0]]"
1119,"Hosgri (Extension), Subsection 6","[[-120.7304, 34.79172, 0.0], [-120.73208, 34.79531, 0.0], [-120.7386, 34.82317, 0.0]]"
2294,"Hosgri (Extension), Subsection 5","[[-120.71634, 34.76165, 0.0], [-120.7304, 34.79172, 0.0]]"
2529,"Hosgri (Extension), Subsection 4","[[-120.7023, 34.73158, 0.0], [-120.71634, 34.76165, 0.0]]"
591,"Hosgri (Extension), Subsection 3","[[-120.69051, 34.7011, 0.0], [-120.69104, 34.70746, 0.0], [-120.7023, 34.73158, 0.0]]"
284,"Point Reyes 2011 connector, Subsection 5","[[-122.76429, 37.85353, 0.0], [-122.80364, 37.88462, 0.0]]"
543,"Point Reyes 2011 connector, Subsection 6","[[-122.80364, 37.88462, 0.0], [-122.84302, 37.91569, 0.0]]"
1428,"Santa Cruz Catalina Ridge alt2, Subsection 24","[[-119.44337, 33.95202, 0.0], [-119.48748, 33.9851, 0.0]]"
1256,"Santa Cruz Catalina Ridge alt2, Subsection 23","[[-119.39929, 33.91893, 0.0], [-119.44337, 33.95202, 0.0]]"
2218,"Santa Cruz Catalina Ridge alt2, Subsection 22","[[-119.35449, 33.88661, 0.0], [-119.36249, 33.89128, 0.0], [-119.39929, 33.91893, 0.0]]"
161,"Santa Cruz Catalina Ridge alt2, Subsection 21","[[-119.30587, 33.85827, 0.0], [-119.35449, 33.88661, 0.0]]"
772,"Santa Cruz Catalina Ridge alt2, Subsection 20","[[-119.25862, 33.82847, 0.0], [-119.27787, 33.84192, 0.0], [-119.30587, 33.85827, 0.0]]"
889,"Santa Cruz Catalina Ridge alt2, Subsection 19","[[-119.21319, 33.79672, 0.0], [-119.25862, 33.82847, 0.0]]"
1073,"Santa Cruz Catalina Ridge alt2, Subsection 18","[[-119.16627, 33.76655, 0.0], [-119.20251, 33.78925, 0.0], [-119.21319, 33.79672, 0.0]]"
1354,"Santa Cruz Catalina Ridge alt2, Subsection 17","[[-119.12002, 33.73575, 0.0], [-119.13301, 33.74569, 0.0], [-119.16627, 33.76655, 0.0]]"
2424,"Santa Cruz Catalina Ridge alt2, Subsection 16","[[-119.07576, 33.70294, 0.0], [-119.09158, 33.71398, 0.0], [-119.12002, 33.73575, 0.0]]"
2562,"Rinconada 2011 CFM, Subsection 1","[[-121.2188, 36.18011, 0.0], [-121.18861, 36.15087, 0.0]]"
118,"Rinconada 2011 CFM, Subsection 2","[[-121.18861, 36.15087, 0.0], [-121.16389, 36.12691, 0.0], [-121.15907, 36.12124, 0.0]]"
2360,"Rinconada 2011 CFM, Subsection 3","[[-121.15907, 36.12124, 0.0], [-121.13241, 36.08985, 0.0]]"
1564,"Rinconada 2011 CFM, Subsection 4","[[-121.13241, 36.08985, 0.0], [-121.13214, 36.08953, 0.0], [-121.10227, 36.06059, 0.0]]"
2128,"Rinconada 2011 CFM, Subsection 5","[[-121.10227, 36.06059, 0.0], [-121.07212, 36.03135, 0.0]]"
123,"Mission (connected) 2011 CFM, Subsection 5","[[-121.94413, 37.56344, 0.0], [-121.92611, 37.548, 0.0]]"
2107,"Mission (connected) 2011 CFM, Subsection 6","[[-121.92611, 37.548, 0.0], [-121.9081, 37.53256, 0.0]]"
2106,"Mission (connected) 2011 CFM, Subsection 7","[[-121.9081, 37.53256, 0.0], [-121.89009, 37.51712, 0.0]]"
303,"Mission (connected) 2011 CFM, Subsection 8","[[-121.89009, 37.51712, 0.0], [-121.87831, 37.507, 0.0], [-121.87191, 37.50182, 0.0]]"
838,"Mission (connected) 2011 CFM, Subsection 9","[[-121.87191, 37.50182, 0.0], [-121.85338, 37.48677, 0.0]]"
1055,"Mission (connected) 2011 CFM, Subsection 10","[[-121.85338, 37.48677, 0.0], [-121.83486, 37.47173, 0.0]]"
2376,"Mission (connected) 2011 CFM, Subsection 11","[[-121.83486, 37.47173, 0.0], [-121.81635, 37.45668, 0.0]]"
2602,"Franklin 2011 CFM, Subsection 0","[[-122.04384, 37.84564, 0.0], [-122.07148, 37.8983, 0.0]]"
419,"Franklin 2011 CFM, Subsection 1","[[-122.07148, 37.8983, 0.0], [-122.07934, 37.91325, 0.0], [-122.11789, 37.94047, 0.0]]"
2405,"Franklin 2011 CFM, Subsection 2","[[-122.11789, 37.94047, 0.0], [-122.15863, 37.96919, 0.0], [-122.16779, 37.98107, 0.0]]"
2164,"Franklin 2011 CFM, Subsection 3","[[-122.16779, 37.98107, 0.0], [-122.19739, 38.01942, 0.0], [-122.20746, 38.02858, 0.0]]"
2242,"Contra Costa (Ozal - Columbus) 2011 CFM, Subsection 0","[[-122.16911, 38.02268, 0.0], [-122.18484, 38.06123, 0.0]]"
1756,"Contra Costa (Ozal - Columbus) 2011 CFM, Subsection 1","[[-122.18484, 38.06123, 0.0], [-122.20059, 38.09978, 0.0]]"
198,"Contra Costa (Vallejo) 2011 CFM, Subsection 1","[[-122.23041, 38.11741, 0.0], [-122.21121, 38.10945, 0.0]]"
1501,"Contra Costa (Vallejo) 2011 CFM, Subsection 0","[[-122.24962, 38.12536, 0.0], [-122.23041, 38.11741, 0.0]]"
1144,"San Jacinto (Borrego), Subsection 5","[[-115.9977, 33.02409, 0.0], [-115.943, 33.001, 0.0]]"
1954,"Rinconada 2011 CFM, Subsection 0","[[-121.24901, 36.20935, 0.0], [-121.2188, 36.18011, 0.0]]"
187,"San Luis Range (So Margin), Subsection 4","[[-120.07119, 34.75785, 0.0], [-120.09032, 34.77388, 0.0], [-120.14336, 34.80124, 0.0]]"
972,"San Luis Range (So Margin), Subsection 3","[[-120.0083, 34.70505, 0.0], [-120.07119, 34.75785, 0.0]]"
424,"San Luis Range (So Margin), Subsection 2","[[-119.92787, 34.67369, 0.0], [-120.00004, 34.69811, 0.0], [-120.0083, 34.70505, 0.0]]"
2406,"Franklin 2011 CFM, Subsection 4","[[-122.20746, 38.02858, 0.0], [-122.24168, 38.0597, 0.0], [-122.25065, 38.07387, 0.0]]"
2589,"San Gabriel, Subsection 6","[[-118.69506, 34.55977, 0.0], [-118.696, 34.5606, 0.0], [-118.75767, 34.60905, 0.0]]"
569,"San Gabriel, Subsection 5","[[-118.63655, 34.50721, 0.0], [-118.644, 34.5142, 0.0], [-118.69506, 34.55977, 0.0]]"
1483,"San Gabriel, Subsection 4","[[-118.57945, 34.45363, 0.0], [-118.63655, 34.50721, 0.0]]"
655,"San Gabriel, Subsection 3","[[-118.51308, 34.40862, 0.0], [-118.561, 34.4363, 0.0], [-118.57945, 34.45363, 0.0]]"
1722,"Calico-Hidalgo, Subsection 0","[[-116.153, 34.1726, 0.0], [-116.1848, 34.22547, 0.0]]"
1693,"Calico-Hidalgo, Subsection 1","[[-116.1848, 34.22547, 0.0], [-116.21665, 34.27832, 0.0]]"
200,"Calico-Hidalgo, Subsection 2","[[-116.21665, 34.27832, 0.0], [-116.222, 34.2872, 0.0], [-116.2473, 34.33167, 0.0]]"
58,"Calico-Hidalgo, Subsection 3","[[-116.2473, 34.33167, 0.0], [-116.264, 34.361, 0.0], [-116.27966, 34.38429, 0.0]]"
2282,"Calico-Hidalgo, Subsection 4","[[-116.27966, 34.38429, 0.0], [-116.31442, 34.4359, 0.0]]"
2389,"Calico-Hidalgo, Subsection 5","[[-116.31442, 34.4359, 0.0], [-116.342, 34.4768, 0.0], [-116.35185, 34.48598, 0.0]]"
462,"Calico-Hidalgo, Subsection 6","[[-116.35185, 34.48598, 0.0], [-116.39935, 34.53019, 0.0]]"
716,"Calico-Hidalgo, Subsection 7","[[-116.39935, 34.53019, 0.0], [-116.44689, 34.57439, 0.0]]"
2468,"Calico-Hidalgo, Subsection 8","[[-116.44689, 34.57439, 0.0], [-116.458, 34.5847, 0.0], [-116.48636, 34.62348, 0.0]]"
1137,"Calico-Hidalgo, Subsection 9","[[-116.48636, 34.62348, 0.0], [-116.495, 34.6353, 0.0], [-116.52701, 34.67211, 0.0]]"
1958,"Calico-Hidalgo, Subsection 10","[[-116.52701, 34.67211, 0.0], [-116.529, 34.6744, 0.0], [-116.561, 34.7191, 0.0], [-116.56447, 34.7224, 0.0]]"
1125,"Calico-Hidalgo, Subsection 11","[[-116.56447, 34.7224, 0.0], [-116.596, 34.7524, 0.0], [-116.60994, 34.76807, 0.0]]"
1231,"Calico-Hidalgo, Subsection 12","[[-116.60994, 34.76807, 0.0], [-116.65238, 34.81574, 0.0]]"
312,"Calico-Hidalgo, Subsection 13","[[-116.65238, 34.81574, 0.0], [-116.689, 34.8568, 0.0], [-116.69686, 34.8618, 0.0]]"
1662,"Calico-Hidalgo, Subsection 14","[[-116.69686, 34.8618, 0.0], [-116.75374, 34.89799, 0.0]]"
711,"Calico-Hidalgo, Subsection 15","[[-116.75374, 34.89799, 0.0], [-116.795, 34.9242, 0.0], [-116.81324, 34.93054, 0.0]]"
988,"Paradise, Subsection 0","[[-116.77996, 34.92533, 0.0], [-116.78504, 34.98004, 0.0]]"
71,"Paradise, Subsection 1","[[-116.78504, 34.98004, 0.0], [-116.78978, 35.03095, 0.0], [-116.79253, 35.03402, 0.0]]"
1845,"San Juan, Subsection 8","[[-120.16138, 35.37366, 0.0], [-120.13387, 35.32147, 0.0]]"
522,"San Juan, Subsection 9","[[-120.13387, 35.32147, 0.0], [-120.12495, 35.30454, 0.0], [-120.08517, 35.28408, 0.0]]"
963,"San Juan, Subsection 10","[[-120.08517, 35.28408, 0.0], [-120.08205, 35.28247, 0.0], [-120.043, 35.23915, 0.0]]"
913,"San Juan, Subsection 11","[[-120.043, 35.23915, 0.0], [-120.00181, 35.19339, 0.0]]"
1601,"San Juan, Subsection 12","[[-120.00181, 35.19339, 0.0], [-119.96066, 35.14761, 0.0]]"
1149,"San Vicente, Subsection 0","[[-118.30726, 34.05944, 1.6], [-118.35491, 34.0644, 1.6]]"
2205,"San Vicente, Subsection 1","[[-118.35491, 34.0644, 1.6], [-118.40257, 34.06935, 1.6]]"
1754,"Compton, Subsection 4","[[-118.5506, 33.90376, 5.2], [-118.5863, 33.93407, 5.2], [-118.60775, 33.96618, 5.2], [-118.62546, 34.00071, 5.2]]"
75,"Malibu Coast alt 2, Subsection 0","[[-118.525, 34.0287, 0.0], [-118.60656, 34.03617, 0.0]]"
1100,"Malibu Coast alt 2, Subsection 1","[[-118.60656, 34.03617, 0.0], [-118.62, 34.0374, 0.0], [-118.68, 34.0392, 0.0], [-118.68838, 34.03797, 0.0]]"
659,"Malibu Coast alt 2, Subsection 2","[[-118.68838, 34.03797, 0.0], [-118.727, 34.0323, 0.0], [-118.76983, 34.03273, 0.0]]"
880,"Malibu Coast alt 2, Subsection 3","[[-118.76983, 34.03273, 0.0], [-118.798, 34.033, 0.0], [-118.85151, 34.03833, 0.0]]"
1667,"Malibu Coast alt 2, Subsection 4","[[-118.85151, 34.03833, 0.0], [-118.933, 34.0464, 0.0]]"
259,"Malibu Coast (Extension) alt 2, Subsection 0","[[-118.93299, 34.04816, 0.0], [-118.99424, 34.05267, 0.0], [-119.00786, 34.05367, 0.0]]"
2396,"Malibu Coast (Extension) alt 2, Subsection 1","[[-119.00786, 34.05367, 0.0], [-119.08275, 34.05913, 0.0]]"
1115,"Anacapa-Dume alt 2, Subsection 6","[[-119.00542, 33.96596, 1.2], [-119.02, 33.9698, 1.2], [-119.08267, 33.97232, 1.2]]"
1717,"Anacapa-Dume alt 2, Subsection 7","[[-119.08267, 33.97232, 1.2], [-119.145, 33.9748, 1.2], [-119.15886, 33.96879, 1.2]]"
918,"Anacapa-Dume alt 2, Subsection 8","[[-119.15886, 33.96879, 1.2], [-119.228, 33.9388, 1.2]]"
2445,"Santa Cruz Island, Subsection 10","[[-119.32806, 33.97944, 0.0], [-119.26, 33.9828, 0.0]]"
212,"Santa Cruz Island, Subsection 9","[[-119.39611, 33.98104, 0.0], [-119.347, 33.9785, 0.0], [-119.32806, 33.97944, 0.0]]"
1083,"Santa Cruz Island, Subsection 8","[[-119.46417, 33.98452, 0.0], [-119.39611, 33.98104, 0.0]]"
2429,"Santa Cruz Island, Subsection 7","[[-119.53225, 33.98686, 0.0], [-119.515, 33.9871, 0.0], [-119.46417, 33.98452, 0.0]]"
958,"Santa Cruz Island, Subsection 6","[[-119.60043, 33.98587, 0.0], [-119.53225, 33.98686, 0.0]]"
1198,"Santa Cruz Island, Subsection 5","[[-119.66747, 33.99509, 0.0], [-119.612, 33.9857, 0.0], [-119.60043, 33.98587, 0.0]]"
1721,"Santa Cruz Island, Subsection 4","[[-119.73422, 34.00666, 0.0], [-119.725, 34.0048, 0.0], [-119.66747, 33.99509, 0.0]]"
1183,"Santa Cruz Island, Subsection 3","[[-119.8007, 34.01927, 0.0], [-119.778, 34.0155, 0.0], [-119.73422, 34.00666, 0.0]]"
1459,"Santa Cruz Island, Subsection 2","[[-119.86759, 34.03034, 0.0], [-119.8007, 34.01927, 0.0]]"
2546,"Santa Cruz Island, Subsection 1","[[-119.93097, 34.05103, 0.0], [-119.874, 34.0314, 0.0], [-119.86759, 34.03034, 0.0]]"
1913,"Santa Rosa Island, Subsection 0","[[-119.906, 34.0112, 0.0], [-119.94564, 33.99423, 0.0]]"
1561,"Santa Rosa Island, Subsection 1","[[-119.94564, 33.99423, 0.0], [-119.966, 33.9855, 0.0], [-119.98754, 33.98342, 0.0]]"
2636,"Santa Rosa Island, Subsection 2","[[-119.98754, 33.98342, 0.0], [-120.03184, 33.97912, 0.0]]"
1541,"Santa Rosa Island, Subsection 3","[[-120.03184, 33.97912, 0.0], [-120.07613, 33.97481, 0.0]]"
2326,"Santa Rosa Island, Subsection 4","[[-120.07613, 33.97481, 0.0], [-120.111, 33.9714, 0.0], [-120.12049, 33.97151, 0.0]]"
2252,"Santa Rosa Island, Subsection 5","[[-120.12049, 33.97151, 0.0], [-120.16508, 33.97203, 0.0]]"
2284,"Santa Rosa Island, Subsection 6","[[-120.16508, 33.97203, 0.0], [-120.18, 33.9722, 0.0], [-120.20866, 33.97857, 0.0]]"
477,"Santa Rosa Island, Subsection 7","[[-120.20866, 33.97857, 0.0], [-120.23, 33.9833, 0.0], [-120.25251, 33.98366, 0.0]]"
1301,"Santa Rosa Island, Subsection 8","[[-120.25251, 33.98366, 0.0], [-120.29711, 33.98436, 0.0]]"
1320,"Santa Rosa Island, Subsection 9","[[-120.29711, 33.98436, 0.0], [-120.3, 33.9844, 0.0], [-120.34163, 33.98648, 0.0]]"
1205,"Santa Rosa Island, Subsection 10","[[-120.34163, 33.98648, 0.0], [-120.358, 33.9873, 0.0], [-120.38621, 33.9873, 0.0]]"
2506,"Maacama 2011 CFM, Subsection 12","[[-123.09887, 39.0411, 0.0], [-123.13004, 39.08956, 0.0]]"
1371,"Palos Verdes, Subsection 13","[[-118.41488, 33.83513, 0.0], [-118.439, 33.8637, 0.0], [-118.46269, 33.87967, 0.0]]"
2507,"Palos Verdes, Subsection 12","[[-118.35852, 33.79991, 0.0], [-118.4, 33.8175, 0.0], [-118.41488, 33.83513, 0.0]]"
1090,"Palos Verdes, Subsection 11","[[-118.29609, 33.76947, 0.0], [-118.334, 33.7895, 0.0], [-118.35852, 33.79991, 0.0]]"
349,"Palos Verdes, Subsection 10","[[-118.24721, 33.72932, 0.0], [-118.254, 33.7472, 0.0], [-118.29609, 33.76947, 0.0]]"
2046,"Palos Verdes, Subsection 9","[[-118.21898, 33.67446, 0.0], [-118.233, 33.6919, 0.0], [-118.24721, 33.72932, 0.0]]"
878,"Palos Verdes, Subsection 8","[[-118.17878, 33.62439, 0.0], [-118.21898, 33.67446, 0.0]]"
650,"Palos Verdes, Subsection 7","[[-118.13931, 33.57394, 0.0], [-118.146, 33.5835, 0.0], [-118.17878, 33.62439, 0.0]]"
582,"Palos Verdes, Subsection 6","[[-118.10441, 33.52123, 0.0], [-118.119, 33.5449, 0.0], [-118.13931, 33.57394, 0.0]]"
2411,"Palos Verdes, Subsection 5","[[-118.07258, 33.4672, 0.0], [-118.08, 33.4816, 0.0], [-118.10441, 33.52123, 0.0]]"
2138,"Palos Verdes, Subsection 4","[[-118.03685, 33.41523, 0.0], [-118.06, 33.4428, 0.0], [-118.07258, 33.4672, 0.0]]"
765,"Palos Verdes, Subsection 3","[[-117.99547, 33.3659, 0.0], [-118.03685, 33.41523, 0.0]]"
2646,"Palos Verdes, Subsection 2","[[-117.94685, 33.32165, 0.0], [-117.986, 33.3546, 0.0], [-117.99547, 33.3659, 0.0]]"
1797,"Palos Verdes, Subsection 1","[[-117.90787, 33.27139, 0.0], [-117.917, 33.2798, 0.0], [-117.943, 33.3184, 0.0], [-117.94685, 33.32165, 0.0]]"
358,"Palos Verdes, Subsection 0","[[-117.85949, 33.22678, 0.0], [-117.90787, 33.27139, 0.0]]"
735,"Coronado Bank alt2, Subsection 0","[[-117.85949, 33.22678, 0.0], [-117.838, 33.2066, 0.0], [-117.83109, 33.19702, 0.0]]"
260,"Coronado Bank alt2, Subsection 1","[[-117.83109, 33.19702, 0.0], [-117.80751, 33.16429, 0.0]]"
2177,"Coronado Bank alt2, Subsection 2","[[-117.80751, 33.16429, 0.0], [-117.78395, 33.13155, 0.0]]"
